 Net Value Growth Rate, Net Income to Stockholder's Equity, Borrowing dependency, Persistent EPS in the Last Four Seasons, Total debt/Total net worth, Equity to Liability, Retained Earnings to Total Assets, Net Value Per Share (B), Non-industry income and expenditure/revenue, ROA(C) before interest and depreciation before interest, Interest Expense Ratio, Debt ratio %, Quick Ratio, Interest Coverage Ratio (Interest expense to EBIT), Cash/Total Assets, Degree of Financial Leverage (DFL), Interest-bearing debt interest rate, Cash/Current Liability, Total income/Total expense, Total Asset Return Growth Rate Ratio, Pre-tax net Interest Rate, Working Capital/Equity, Accounts Receivable Turnover, Fixed Assets Turnover Frequency, Working Capital to Total Assets, Inventory/Working Capital, Working capitcal Turnover Rate, Operating profit per person, Total assets to GNP price, Equity to Long-term Liability, No-credit Interval, Average Collection Days, ROA(A) before interest and % after tax, Current Ratio, Current Asset Turnover Rate, Operating Profit Per Share (Yuan ¥), Current Liabilities/Equity, Cash Turnover Rate, Operating Expense Rate, Total Asset Growth Rate, Revenue Per Share (Yuan ¥), Operating Profit Rate, Quick Asset Turnover Rate, Allocation rate per person, Continuous Net Profit Growth Rate, Total expense/Assets, Inventory and accounts receivable/Net value, Revenue per person, Operating Profit Growth Rate, Cash Flow Per Share
0.000568611,0.841101482,0.375576794,0.222747471,0.006543923,0.030216409,0.93789542,0.176941553,0.303522351,0.506898065,0.631666347,0.123409015,0.00518349,0.566327732,0.044824694,0.027110501,0.000616062,0.002235556,0.002352563,0.264173097,0.797484085,0.734191615,0.000637091,0.000138439,0.782627108,0.277648649,0.593945549,0.396384071,0.001529053,0.111938101,0.623619045,0.009918153,0.561382468,0.008046777,0.00016368,0.104796026,0.330985423,4470000000.0,0.000125697,7190000000.0,0.023231544,0.999049046,0.00011386,0.013954986,0.217716772,0.018591074,0.403016788,0.015105092,0.848098377,0.317394072
0.000619318,0.842465511,0.37312423,0.242318238,0.004794864,0.037305879,0.943142305,0.19598837,0.303548213,0.526690391,0.630832797,0.101671857,0.010413768,0.565465408,0.016080148,0.026859722,0.00039504,0.000858712,0.002532798,0.264121034,0.797494599,0.737164583,0.00058231,0.001102217,0.833797472,0.277032764,0.593957557,0.39782004,0.000970607,0.112256346,0.624280936,0.010842082,0.593709115,0.011790915,0.00011433,0.116114323,0.330167975,859000000.0,6870000000.0,6770000000.0,0.052860838,0.999045464,0.000118247,0.002558747,0.21760258,0.019341715,0.403019468,0.020795206,0.848064038,0.314953668
0.000463103,0.841693318,0.369637181,0.225772903,0.00115996,0.113290182,0.942189989,0.176899414,0.303600903,0.528542875,0.630614307,0.033195272,0.024306071,0.565161159,0.261332961,0.026791736,0.00030403,0.042993204,0.002379797,0.263734838,0.797637781,0.736202787,0.000637091,0.000134657,0.84230252,0.276988097,0.594026936,0.404310169,0.001190577,0.110933234,0.624135299,0.009919861,0.584223724,0.025813336,0.000199872,0.105284586,0.327125768,0.000330826,0.000328061,634000000.0,0.012069513,0.999139866,0.000210855,0.019641871,0.217586997,0.035949015,0.395813098,0.020718828,0.848010865,0.325917804
0.000401716,0.837313549,0.371835878,0.200813085,0.003552832,0.046428232,0.917397869,0.161350133,0.303420837,0.420318822,0.630444788,0.082625389,0.012833645,0.564918845,0.04348161,0.026743197,0.000310031,0.005490058,0.001996081,0.263162148,0.797090921,0.738374311,0.00058231,0.000195176,0.862937375,0.277279331,0.594034151,0.387790869,0.000264902,0.116227426,0.624030899,0.010865992,0.470780637,0.024618956,0.000217162,0.084520804,0.327706357,478000000.0,0.000177502,4450000000.0,0.011933391,0.998769191,0.000122696,0.0042339,0.217396705,0.030892553,0.401398403,0.006497951,0.846516927,0.317889227
0.00048419,0.842638638,0.372940819,0.24354732,0.011070683,0.022143446,0.942792318,0.198348152,0.303601145,0.518305465,0.630697867,0.162257762,0.010242836,0.565252456,0.079940558,0.026811258,0.000158016,0.00307081,0.002582912,0.264156779,0.797480765,0.741913541,0.000517383,0.001826186,0.860142928,0.277104627,0.59396709,0.408640691,0.00226181,0.11682017,0.624500458,0.012239931,0.577245966,0.011478903,0.000147584,0.114241511,0.33421882,3960000000.0,4690000000.0,7370000000.0,0.085167204,0.999008605,0.000139887,0.007235675,0.217603582,0.012288084,0.415671811,0.104325603,0.848006642,0.319127113
0.000539364,0.842289961,0.369637181,0.240994611,0.002796852,0.055754615,0.945040122,0.202688467,0.303525493,0.541315263,0.630714648,0.0691417,0.010138031,0.565284201,0.092750092,0.026818216,0.000390039,0.007055373,0.002440488,0.264067417,0.797519085,0.739048367,0.000906942,0.000432717,0.882455588,0.277282041,0.593981553,0.398362769,0.000916306,0.110933234,0.623940148,0.006969605,0.598833406,0.019145026,0.00012856,0.122547024,0.328574268,4870000000.0,0.000127547,7330000000.0,0.050471135,0.999076893,7810000000.0,0.004960217,0.217598671,0.03008978,0.403913063,0.016600326,0.848044087,0.327014218
0.000455467,0.84071687,0.370720873,0.219343859,0.004289662,0.040400021,0.935931167,0.184231596,0.303545796,0.488178228,0.630797523,0.094355595,0.007517901,0.565345287,0.091411785,0.026831862,0.000291029,0.005721363,0.002277693,0.263734061,0.79742363,0.73550395,0.00085216,0.000571156,0.809579896,0.277296886,0.593951254,0.39506117,0.0045947,0.112055461,0.623816486,0.007417053,0.544592237,0.010804334,0.000106939,0.099584724,0.329456923,5880000000.0,0.000165938,6200000000.0,0.035285933,0.998987344,8210000000.0,0.007559677,0.21757809,0.035510278,0.401197444,0.035110086,0.848072144,0.326837377
0.000494421,0.842474102,0.369637181,0.235038291,0.003093225,0.051583338,0.924942018,0.179638448,0.303487063,0.543021499,0.630612594,0.07461378,0.014220443,0.565159133,0.220688024,0.026791311,0.0,0.014751664,0.00237113,0.263703756,0.797494322,0.740297805,0.00071622,0.000798105,0.901848296,0.277143684,0.593989667,0.397910495,0.000284168,0.110933234,0.624037473,0.008825149,0.600468818,0.019248614,0.000145544,0.114892924,0.328974575,0.000113314,0.000177618,7180000000.0,0.037161396,0.999074582,0.000119915,0.002661386,0.217587027,0.047382324,0.404085887,0.015748425,0.848023606,0.323265191
0.000477228,0.841686288,0.370619102,0.234849201,0.002304416,0.064942034,0.941725499,0.205933168,0.303486579,0.59201482,0.63064958,0.059406839,0.016740758,0.565203,0.278385352,0.026800595,0.000165017,0.027984224,0.002459091,0.265042621,0.797659224,0.736158333,0.00071622,9680000000.0,0.832350481,0.276981001,0.594020472,0.398114018,0.000784938,0.112339417,0.622577896,0.008831127,0.583787614,0.016765626,0.000227964,0.118475694,0.327912792,0.000372518,0.000212656,8030000000.0,0.019813361,0.999212546,0.000242811,0.010292137,0.218493044,0.021089579,0.396876838,0.007361603,0.84866187,0.338119827
0.000433058,0.837421161,0.374889003,0.205351234,0.006819322,0.029425414,0.8957631,0.152205975,0.303230378,0.430751231,0.630233147,0.126402032,0.010021373,0.56460517,0.022730524,0.026686611,0.000353035,0.0009931,0.002105765,0.26495326,0.797226633,0.737597799,0.000614773,0.00073229,0.829309166,0.277012792,0.593973137,0.392754574,0.00293047,0.11291102,0.624818283,0.010298996,0.480811164,0.01046861,0.000187722,0.096164807,0.33176401,1750000000.0,7130000000.0,6080000000.0,0.015986811,0.998973594,0.000195897,0.003291648,0.21761725,0.044531323,0.403314207,0.019041464,0.847956998,0.32075405
0.000464077,0.841802241,0.377794503,0.228325612,0.007982929,0.026673956,0.938496381,0.178964224,0.303502531,0.523034173,0.631594088,0.137981074,0.003237108,0.566383205,0.018552171,0.027130516,0.000654065,0.000935597,0.002420103,0.264240701,0.797446595,0.731997446,0.00217098,0.000214089,0.751569315,0.2943653,0.593915012,0.41638588,0.004076308,0.11823312,0.622494423,0.002912684,0.575883123,0.006009966,4950000000.0,0.11212442,0.331366627,895000000.0,4980000000.0,6830000000.0,0.054494306,0.999027208,3050000000.0,0.064950927,0.217644843,0.018240739,0.400791508,0.110150845,0.8482067,0.327120323
0.000691536,0.838142452,0.369687508,0.197314929,0.000415835,0.252492856,0.918463606,0.18448443,0.303633291,0.394042802,0.630612252,0.012818575,0.032575076,0.565158396,0.26963333,0.026791157,0.0,0.087722557,0.001983068,0.264361921,0.796655011,0.735627555,0.00217098,0.000351015,0.836112456,0.27697486,0.594172253,0.360168246,0.001417065,0.111017428,0.624275101,0.002912684,0.444941125,0.042595811,0.000423831,0.079146649,0.326614423,0.000838997,0.000489142,0.000130549,0.005233147,0.998303536,0.000449836,0.004119398,0.217601083,0.026972325,0.393693656,0.014511699,0.848086472,0.311063168
0.000476529,0.844000579,0.373567101,0.263307176,0.009005189,0.024835771,0.945990699,0.208208672,0.303702416,0.546677717,0.630768414,0.146929891,0.008986421,0.565349317,0.240847413,0.026832774,0.000410041,0.01329404,0.00262236,0.264227491,0.797559481,0.736792723,0.000975926,0.002632612,0.81004301,0.277083616,0.593948019,0.398193166,0.003911757,0.118891246,0.624089304,0.006474338,0.608645879,0.010263307,0.000104023,0.117742855,0.331199079,0.000140127,7500000000.0,6830000000.0,0.074005173,0.999025937,0.000103952,0.001359444,0.217603715,0.018754579,0.400973711,0.028767828,0.8480169,0.344061682
0.000474333,0.841857384,0.375079124,0.238536447,0.005186077,0.035318469,0.941017143,0.211790485,0.304028952,0.511919271,0.630905399,0.106992774,0.006930867,0.565555332,0.055032431,0.026881522,0.000249025,0.010310196,0.002754022,0.264170766,0.797697268,0.733051962,0.001448673,0.000246618,0.768062278,0.277327204,0.593950944,0.394190543,0.134924408,0.123175139,0.623901255,0.004367744,0.578935892,0.010275787,0.000114194,0.0970605,0.327335485,0.000117811,0.000104073,7520000000.0,0.016591799,0.998984918,8660000000.0,0.014373435,0.217608576,0.008145,0.395726016,0.027830736,0.848446437,0.324184763
0.000443589,0.839368744,0.397612971,0.207431219,0.028896853,0.014829472,0.931819443,0.182461759,0.303440173,0.477843319,0.645437049,0.225655289,0.002253312,0.579130691,0.029805882,0.025138342,0.000354035,0.002153684,0.002197701,0.263896465,0.797345745,0.726270755,0.002235906,5220000000.0,0.717501123,0.27697486,0.593872628,0.393455598,0.213910254,0.168157334,0.622870773,0.002827293,0.533362407,0.002803735,4530000000.0,0.097874766,0.334201701,3920000000.0,0.000140267,5960000000.0,0.047204199,0.998972785,5360000000.0,0.088736021,0.21728475,0.018523045,0.396564682,0.037184025,0.84797595,0.331435241
0.000448156,0.840228784,0.373878005,0.21518389,0.007152172,0.028549048,0.886368281,0.153048755,0.303537578,0.498561888,0.632594074,0.129878768,0.001989427,0.566394515,0.011220898,0.027134668,0.000337034,0.00054698,0.00227646,0.264461384,0.797400942,0.732339537,0.003027198,0.000180046,0.756273273,0.283085576,0.593917242,0.393206847,0.003047905,0.110933234,0.62466599,0.002089515,0.537178369,0.006309497,5580000000.0,0.096653367,0.33128684,549000000.0,2740000000.0,5550000000.0,0.026483355,0.998972323,1350000000.0,0.02198227,0.217631562,0.008391355,0.402096398,0.032381064,0.848182689,0.320082054
0.000458187,0.840139985,0.384654527,0.215089345,0.014123784,0.019592879,0.935359765,0.183725928,0.303437756,0.466435919,0.648723305,0.179974,0.000252655,0.568969274,0.001037638,0.030070704,0.000853085,3540000000.0,0.002252635,0.263865383,0.797398591,0.736109759,0.002152719,5830000000.0,0.790483972,0.279107692,0.59405197,0.416001447,0.029143441,0.118844463,0.620066883,0.002936593,0.535379416,0.007731021,0.000880542,0.098119046,0.336606068,369000000.0,0.000129166,5700000000.0,0.01093516,0.999017964,3630000000.0,0.296806513,0.217564604,0.006392687,0.415442718,0.125725952,0.847956422,0.329879041
0.000448655,0.841188198,0.369637181,0.222180202,0.00088456,0.141205485,0.938819857,0.174286798,0.303736254,0.508165554,0.630612252,0.025969707,0.048615261,0.565158396,0.661956964,0.026791157,0.0,0.122479237,0.002475509,0.264171543,0.797781517,0.740099553,0.00089071,0.000104397,0.930473402,0.276974974,0.594347792,0.398611519,0.002396762,0.110933234,0.625248644,0.007100253,0.569123419,0.049752731,0.000705245,0.101376109,0.32699619,0.001647537,0.000322163,6440000000.0,0.005671764,0.999195214,0.00074429,0.010620914,0.217599796,0.015647596,0.394729262,0.008539577,0.848054133,0.320577209
0.000447582,0.841553149,0.369778095,0.229554694,0.001441742,0.0948958,0.941087384,0.193881421,0.303652143,0.5314191,0.630613622,0.040148744,0.012425654,0.565160038,0.007104162,0.026791501,370000000.0,0.001029715,0.002504564,0.263911229,0.797603334,0.735496206,0.000764915,0.000145248,0.825161579,0.277192203,0.593998699,0.396248389,0.002711342,0.111171927,0.624259607,0.008259008,0.579535543,0.020180904,0.000161091,0.105691719,0.327285479,828000000.0,0.000162932,673000000.0,0.017892524,0.999086599,0.000119129,0.009506609,0.21759082,0.017478895,0.398130819,0.010275693,0.8480191,0.325564123
0.0004922,0.841548618,0.372531499,0.226151083,0.003923983,0.043118585,0.935329016,0.177152248,0.303574074,0.517330473,0.630983137,0.088702119,0.004631391,0.565579304,0.042066024,0.026887476,0.000460046,0.002765912,0.002479822,0.264290432,0.797646358,0.732789143,0.000953608,0.000152056,0.765303123,0.277765501,0.593937179,0.399617829,0.00540204,0.111932028,0.623649897,0.006629749,0.575610554,0.00722057,0.000178301,0.106587411,0.329213717,6650000000.0,0.000177039,7590000000.0,0.012296384,0.999159741,0.000138254,0.010842579,0.217604279,0.015543773,0.397365837,0.011588796,0.848048663,0.322911509
0.001922136,0.841017391,0.369637181,0.222652926,0.003505412,0.046899738,0.925617278,0.164468417,0.303463618,0.534685322,0.630751634,0.081839345,0.019745174,0.565360636,0.670828197,0.026835344,0.000333033,0.042012346,0.002269841,0.267545516,0.797455033,0.741784899,0.000894768,0.00123763,0.922933716,0.27697486,0.594051654,0.393432984,0.000179599,0.110933234,0.624077126,0.007072928,0.57015918,0.020145959,0.00027213,0.102597508,0.329264193,0.000551625,0.000407966,0.000210577,0.017287536,0.999052744,0.000291026,0.0004663,0.217641919,0.065137725,0.398831494,0.004888151,0.848222193,0.3265898
0.000403587,0.837122097,0.384411843,0.193533138,0.01283342,0.020524569,0.923033507,0.172348405,0.303184939,0.44118364,0.628256805,0.173080993,0.00101686,0.562495404,0.01390275,0.026425771,0.000780078,0.000571601,0.00198232,0.263436449,0.797122878,0.73468716,0.001529831,6960000000.0,0.778467252,0.278969186,0.593961898,0.383788245,0.013447917,0.123055025,0.619463428,0.004132066,0.498092019,0.007451459,0.000338015,0.091116359,0.334342359,2430000000.0,8270000000.0,5830000000.0,0.016879169,0.998908656,7250000000.0,0.086678458,0.211960075,0.018102133,0.408560562,0.047145396,0.847844747,0.3188088
0.000485263,0.842924611,0.369637181,0.238158268,0.002444852,0.061980243,0.947602562,0.180860478,0.30388925,0.54745771,0.630621841,0.062248692,0.01725605,0.565172789,0.304775152,0.026794184,0.000559056,0.02901279,0.002434929,0.264182421,0.79764871,0.736971934,0.000598541,0.000680091,0.846874231,0.276987911,0.594000517,0.394371452,0.000421067,0.110933234,0.624016568,0.010578224,0.620093764,0.018010552,0.000174753,0.099910431,0.328033154,0.000281175,0.000294179,7610000000.0,0.020040232,0.999011262,0.000185671,0.002474403,0.217601292,0.040819885,0.397103251,0.014488198,0.847971138,0.331718186
0.000437351,0.840096464,0.380273909,0.213954808,0.013880302,0.019755453,0.933738645,0.186591378,0.303511233,0.489786964,0.63489233,0.178734468,0.002089242,0.570028286,0.065033666,0.057250801,0.00080308,0.002265273,0.002231874,0.263668011,0.797381436,0.736344172,0.001438528,0.000434986,0.793163547,0.278390725,0.593945753,0.392415368,0.002433824,0.11863828,0.623449563,0.004394216,0.543229394,0.007893267,0.000175424,0.097223353,0.336275538,4920000000.0,0.000209649,5630000000.0,0.053284329,0.998968625,5520000000.0,0.005273714,0.217560961,0.042580025,0.411306993,0.0181925,0.847935247,0.321885832
0.000442242,0.841437594,0.372447622,0.226812896,0.006673415,0.029836715,0.937582383,0.182251064,0.30350519,0.498756886,0.630680059,0.124829942,0.010995188,0.565235778,0.051130571,0.026807639,0.000151015,0.00225183,0.00231827,0.263356412,0.797416021,0.740509608,0.000799408,0.001487275,0.870778929,0.27712391,0.593945822,0.405531309,0.001624406,0.110933234,0.624087443,0.007905489,0.559092891,0.012907292,7130000000.0,0.113020112,0.331668964,1380000000.0,6000000000.0,5530000000.0,0.095814995,0.999000401,665000000.0,0.00873993,0.217574168,0.033707707,0.411302974,0.102439669,0.847981891,0.30653604
0.000461656,0.841343754,0.369653957,0.232580127,0.001006757,0.127182819,0.940383045,0.21608866,0.30394049,0.519816702,0.630612252,0.029204583,0.023862521,0.565158396,0.063177858,0.026791157,0.0,0.011583116,0.002652995,0.264088398,0.797757584,0.736091631,0.000383472,0.000139196,0.841265113,0.277052481,0.594098191,0.39714163,0.003681042,0.110961857,0.625647324,0.016495814,0.575228958,0.027838291,0.000328365,0.102108949,0.327014006,0.000132152,0.000168714,6960000000.0,0.012674501,0.999077702,0.000306538,0.011712149,0.217605384,0.010188567,0.396709373,0.013354288,0.847995925,0.327509373
0.000637535,0.83789412,0.370848366,0.196653115,0.003157972,0.050767684,0.919998638,0.180607644,0.301298962,0.396187783,0.630510541,0.075792847,0.017386433,0.565039431,0.251942066,0.026766783,0.000436044,0.021231857,0.002017267,0.262483779,0.79551384,0.738676553,0.000829842,3710000000.0,0.871942451,0.277034843,0.594763286,0.389780873,0.000658394,0.112387265,0.626616136,0.007611745,0.455789359,0.01940462,0.001792441,0.088999267,0.328404592,0.001820141,0.000551008,0.00013623,0.002707322,0.998466342,0.001727771,0.004963434,0.21697209,0.027585967,0.394942278,0.00130429,0.847151733,0.319516163
0.000581362,0.84189624,0.369669614,0.233620119,0.00628585,0.031019826,0.939226401,0.191690194,0.303578425,0.518305465,0.630612252,0.120506696,0.018373972,0.565158396,0.038980656,0.026791157,0.0,0.005652131,0.002292179,0.264570949,0.797615508,0.737095684,0.000533615,0.000157352,0.824813964,0.27697486,0.594014663,0.39592049,0.000737582,0.111018254,0.623861433,0.011829201,0.577791103,0.02011975,0.000194776,0.112042993,0.327793822,5430000000.0,0.000736373,9610000000.0,0.021053587,0.999132009,0.000210046,0.009411207,0.217720641,0.065122061,0.399021734,0.006991466,0.848679493,0.337164886
0.000490828,0.842409046,0.378567291,0.234565567,0.010251781,0.023083096,0.940307272,0.178247861,0.303446457,0.556866377,0.631716346,0.156574054,0.0016276,0.566482147,0.023726832,0.027167698,0.000920092,0.000770186,0.002339719,0.26456551,0.797502208,0.73045147,0.002233877,0.000169455,0.733773995,0.275113865,0.593902724,0.396271002,0.000776807,0.110933234,0.623215959,0.002830708,0.589784126,0.005224321,0.000117758,0.121407052,0.335312088,1730000000.0,0.000156803,8130000000.0,0.040246835,0.999100465,6280000000.0,0.00762291,0.21764836,0.037541666,0.403257938,0.009315101,0.848159832,0.321178468
0.000469691,0.841242024,0.372607547,0.223882008,0.004534967,0.038814546,0.941638858,0.177152248,0.303493347,0.502071857,0.631000603,0.097983493,0.010912217,0.56570921,0.295923455,0.026920852,0.000432043,0.019763741,0.002383506,0.264358036,0.797484362,0.738120184,0.001042882,0.000476594,0.850816759,0.277188989,0.594011474,0.399843966,0.007558129,0.113370939,0.624281317,0.006064462,0.56519843,0.014753776,0.000225882,0.10495888,0.329305772,0.000295691,0.000128472,7630000000.0,0.02035785,0.999063143,0.000179462,0.005606965,0.217702904,0.019260435,0.400196671,0.023145279,0.848247803,0.3180307
0.000452473,0.840906942,0.386772702,0.225394724,0.017655642,0.01773455,0.937022097,0.199317349,0.303427363,0.474820845,0.632342023,0.195453034,0.000163446,0.565836642,0.008741344,0.026955525,0.000233023,0.000239053,0.00243524,0.264082181,0.797524065,0.733590672,0.010879247,6660000000.0,0.764365328,0.28330743,0.59396347,0.478822279,0.013880132,0.113564358,0.618421638,0.000581512,0.54361099,0.006436797,0.000944979,0.107320251,0.3411457,3180000000.0,0.000101991,7390000000.0,0.015548195,0.999127734,5230000000.0,0.300186173,0.217631058,0.005320246,0.418975567,0.155997826,0.848213605,0.321567518
0.000528334,0.841147972,0.371801209,0.224071098,0.008713375,0.025316888,0.937182277,0.178922085,0.303549904,0.490956954,0.630986219,0.144481059,0.004726839,0.565603419,0.078901425,0.026893529,0.000316032,0.00340554,0.002542167,0.263828084,0.797421417,0.74100627,0.00199649,0.002422306,0.863279075,0.277327448,0.593964825,0.3944506,0.007499345,0.112113681,0.624770818,0.003168002,0.554186655,0.012342551,0.000129462,0.101538963,0.332500793,3640000000.0,1650000000.0,6980000000.0,0.059394709,0.998983531,8770000000.0,0.001645045,0.21802897,0.006697512,0.406721122,0.03289808,0.848275072,0.311770531
0.000499961,0.842693095,0.370004004,0.242034603,0.002217784,0.066958719,0.94673924,0.180649783,0.303433164,0.610734656,0.630665676,0.057592889,0.014503042,0.565217153,0.056099554,0.026803625,0.001008101,0.004809847,0.002298761,0.263976502,0.797629619,0.739755807,0.001355341,0.00053787,0.902863753,0.277194657,0.594014834,0.39549083,0.000289417,0.110933234,0.623835225,0.004667466,0.616877453,0.023125669,0.000183897,0.1264555,0.328199346,3820000000.0,0.000563265,7970000000.0,0.026528729,0.999213239,0.000131592,0.001075502,0.217593607,0.114029398,0.400187293,0.004227193,0.848043451,0.329596095
0.000422677,0.838877041,0.37164352,0.210362106,0.00504017,0.036023315,0.875862099,0.14832919,0.30356489,0.458197241,0.630078355,0.105057895,0.006796118,0.56434103,0.099443056,0.026643662,0.000719072,0.008826789,0.002197813,0.265716328,0.797293037,0.734709956,0.001099693,0.000259479,0.794093893,0.277410592,0.593952462,0.390278375,0.000108531,0.112410941,0.623747322,0.005747661,0.506432621,0.011032103,0.000107791,0.090790652,0.328614099,8950000000.0,0.000610214,6170000000.0,0.010390671,0.998869139,6870000000.0,0.002848168,0.217621853,0.085975573,0.399130252,0.005431606,0.848094154,0.319233218
0.000446833,0.840157269,0.376680616,0.213860263,0.006516565,0.030298362,0.930373359,0.167418145,0.303590268,0.473260859,0.633854673,0.12310669,0.014564803,0.569416912,0.039757998,0.03255824,0.000421042,0.003145735,0.002247886,0.263983495,0.797384618,0.73771949,0.000533615,0.001174085,0.832541649,0.276975383,0.593985371,0.384817168,0.00260482,0.120224379,0.625326343,0.011849695,0.539413432,0.014480454,0.000163347,0.092500611,0.329197048,3550000000.0,5990000000.0,6490000000.0,0.02115946,0.998933499,0.000177031,0.008453726,0.217515031,0.014058536,0.398842211,0.078950693,0.84786144,0.323937186
0.000502282,0.842112674,0.370946782,0.195329489,0.010391304,0.022912216,0.911071153,0.155534954,0.303855654,0.405011456,0.631137245,0.157571727,0.010166728,0.566157054,0.55460291,0.027052368,0.000643064,0.021104931,0.002289725,0.26605901,0.797446871,0.738910933,0.000685786,0.000689169,0.82986986,0.276975519,0.593973094,0.380226589,0.00231556,0.110933234,0.623949019,0.009222217,0.566561273,0.009911982,0.00020401,0.084683658,0.334023093,0.000423182,0.000259488,4800000000.0,0.022142565,0.998858625,0.000219596,0.001175226,0.217606213,0.059878376,0.400763374,0.034484379,0.848090542,0.31742944
0.00053053,0.842088159,0.373132058,0.23740191,0.004694553,0.037869123,0.941216706,0.206312418,0.303547487,0.532394092,0.631079026,0.10025093,0.012186099,0.565767725,0.195101966,0.026936525,0.00069607,0.016225046,0.002541474,0.26418009,0.797505389,0.738746168,0.001219401,0.000339667,0.85966998,0.277218183,0.593983348,0.413581782,0.01639236,0.11665657,0.624820523,0.005187497,0.590656345,0.0178845,0.000137402,0.116847162,0.328715954,0.000127191,5840000000.0,7880000000.0,0.049306532,0.999054824,9900000000.0,0.029035536,0.217597307,0.015991172,0.402306735,0.068977571,0.848101683,0.313220627
0.00045659,0.841466957,0.369813882,0.244020043,0.00348535,0.047097201,0.946719136,0.266613291,0.303658669,0.504070589,0.630617046,0.081506787,0.008836076,0.565164122,0.321955988,0.026792359,680000000.0,0.019915278,0.002916043,0.264329285,0.797606931,0.735854873,0.001077374,0.000605198,0.819449717,0.277096966,0.594008037,0.405836593,0.007433762,0.110933234,0.624958537,0.005864647,0.56972307,0.011550666,0.000272312,0.116602883,0.329298033,0.000451377,5820000000.0,6880000000.0,0.036526158,0.999086484,0.000256482,0.006967264,0.217644235,0.005534988,0.39662631,0.033136025,0.848199065,0.332177973
0.000464201,0.841361597,0.374159832,0.223598374,0.006963405,0.029035775,0.936672531,0.172811934,0.303487063,0.50967679,0.631275257,0.127913656,0.004257087,0.566056008,0.079637796,0.027020209,0.000582058,0.004715214,0.002338602,0.263975725,0.797460982,0.737529868,0.001470991,0.000193663,0.827674898,0.277618842,0.593974319,0.394507135,0.000515756,0.114570419,0.623595123,0.004298578,0.566234191,0.011950665,0.000162261,0.106180278,0.330332773,6380000000.0,0.000137723,8220000000.0,0.027345463,0.99904662,589000000.0,0.006647634,0.217590322,0.025446689,0.40523135,0.00897434,0.848024217,0.316333027
0.000797517,0.845047246,0.372756289,0.270776213,0.007940069,0.026762732,0.950524365,0.199443766,0.303507124,0.606590942,0.630657114,0.13755782,0.007452398,0.565211292,0.065289423,0.026802368,0.000149015,0.002594833,0.002864071,0.264884879,0.797636536,0.737382076,0.000643178,0.000370684,0.821375407,0.277292761,0.593955458,0.395208159,0.000854729,0.113002719,0.624096389,0.009825077,0.65023986,0.009644276,0.000144812,0.158293299,0.332749502,3900000000.0,6530000000.0,0.000104693,0.060710559,0.999183659,0.000118139,0.00185716,0.217616776,0.015581317,0.408693194,0.004409324,0.848127917,0.324043291
0.00043765,0.839599848,0.374081546,0.210173017,0.00401335,0.04240799,0.929187809,0.188319076,0.303507365,0.507239312,0.629760209,0.090123046,0.014779404,0.563899465,0.136400487,0.02657991,0.000247025,0.033148107,0.002082164,0.264093837,0.797282661,0.733660927,0.001061143,2870000000.0,0.779848393,0.277003519,0.593984619,0.39126207,0.00068568,0.121391031,0.623535395,0.005956015,0.520442652,0.015332869,0.00015469,0.091930625,0.326993153,0.000336505,0.000135873,7660000000.0,0.009634436,0.998887973,0.00016197,0.012934523,0.217582537,0.007612309,0.39469175,0.002758398,0.848015065,0.326059277
0.000479798,0.841885404,0.377905221,0.236740096,0.007610866,0.027464648,0.938583792,0.20458472,0.303580842,0.542144006,0.63122149,0.134443873,0.00726275,0.565703754,0.12705766,0.026919412,0.000369037,0.013727775,0.003209533,0.265142085,0.797756339,0.733449121,0.001223459,2950000000.0,0.7707796,0.277246183,0.593968372,0.427511816,0.087311879,0.127391994,0.623680749,0.005169565,0.576264719,0.008824933,0.00023266,0.113834378,0.328538722,0.000348298,4730000000.0,8660000000.0,0.013869353,0.999248481,0.000205251,0.182325498,0.217802827,0.003785242,0.396083722,0.037090022,0.849963374,0.325953173
0.000452398,0.841393698,0.382427871,0.229176515,0.015031142,0.019032994,0.93487625,0.19270153,0.303518242,0.496221908,0.63192285,0.184387943,0.006607718,0.566606184,0.021444807,0.027217204,0.000444044,0.00084299,0.002317812,0.263999036,0.797411733,0.741984064,0.001142301,0.003038095,0.842903354,0.277379389,0.593946735,0.405011194,0.007162297,0.125126338,0.623852749,0.005540161,0.558384213,0.010716971,9300000000.0,0.113264392,0.335569228,773000000.0,4820000000.0,7210000000.0,0.129074217,0.998990579,6390000000.0,0.005478088,0.217592233,0.021522644,0.417769817,0.130672855,0.848025735,0.313680413
0.000405409,0.838678357,0.377304662,0.206296681,0.008033084,0.026573867,0.926187106,0.160465214,0.303490688,0.467508409,0.628416049,0.138434562,0.002598295,0.561464246,0.026210219,0.026344137,0.000618062,0.001824371,0.002031457,0.263681221,0.797281416,0.730975332,0.001907216,9910000000.0,0.738387545,0.275904832,0.593901556,0.387915244,0.023668607,0.120373623,0.624388869,0.003317436,0.51253816,0.004831186,7230000000.0,0.090464946,0.329943694,2910000000.0,6640000000.0,602000000.0,0.015593569,0.998895022,3980000000.0,0.023161316,0.217576249,0.01346306,0.397604307,0.018406944,0.847975291,0.319728372
